#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	12584	12584	12560	12560	1	SRMc	90	90	90	0	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	12756	12756	12732	12732	1	SRMc	71	71	90	0	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	12777	12777	12753	12753	1	SRMc	83	83	90	0	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	12912	12912	12888	12888	1	SRMc	29	29	90	76	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13056	13056	13032	13032	1	SRMc	83	0	90	0	83	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13127	13127	13103	13103	1	SRMc	78	0	78	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13343	13343	-1	-1	1	WRMc	81	81	0	0	0	83	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13344	13344	13318	13318	1	SRMc	81	89	0	0	0	81	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13473	13473	13446	13446	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13476	13476	13449	13449	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13568	13568	13541	13541	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13599	13599	13572	13572	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13633	13633	13606	13606	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13644	13644	13617	13617	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13656	13656	13629	13629	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb_bb	13781	13781	13753	13753	1	SRMc	78	0	0	90	78	0	
